,SEASON,TEAM_ID,TEAM_ABBR,IsHomeTeam,WINS,WINS_HOME,GAMES,PTS,PTS_opp,d_PTS_per_GAME,WIN_PCT_TOTAL,WIN_PCT_HOME_GMS,WIN_PCT_AWAY_GMS
0,2003,1610612737,ATL,41,28,18,82,7611,7992,-4.646341463414634,0.34146341463414637,0.43902439024390244,0.24390243902439024
1,2003,1610612738,BOS,41,36,19,82,7811,7930,-1.451219512195122,0.43902439024390244,0.4634146341463415,0.4146341463414634
2,2003,1610612739,CLE,41,35,23,82,7619,7834,-2.6219512195121952,0.4268292682926829,0.5609756097560976,0.2926829268292683
3,2003,1610612740,NOP,41,41,25,82,7529,7537,-0.0975609756097561,0.5,0.6097560975609756,0.3902439024390244
4,2003,1610612741,CHI,41,23,14,82,7355,7876,-6.353658536585366,0.2804878048780488,0.34146341463414637,0.21951219512195122
5,2003,1610612742,DAL,41,52,36,82,8626,8262,4.439024390243903,0.6341463414634146,0.8780487804878049,0.3902439024390244
6,2003,1610612743,DEN,41,43,29,82,7972,7884,1.0731707317073171,0.524390243902439,0.7073170731707317,0.34146341463414637
7,2003,1610612744,GSW,41,37,27,82,7649,7709,-0.7317073170731707,0.45121951219512196,0.6585365853658537,0.24390243902439024
8,2003,1610612745,HOU,41,45,27,82,7362,7220,1.7317073170731707,0.5487804878048781,0.6585365853658537,0.43902439024390244
9,2003,1610612746,LAC,41,28,18,82,7771,8147,-4.585365853658536,0.34146341463414637,0.43902439024390244,0.24390243902439024
10,2003,1610612747,LAL,41,56,34,82,8052,7732,3.902439024390244,0.6829268292682927,0.8292682926829268,0.5365853658536586
11,2003,1610612748,MIA,41,42,29,82,7402,7359,0.524390243902439,0.5121951219512195,0.7073170731707317,0.3170731707317073
12,2003,1610612749,MIL,41,41,27,82,8039,7952,1.0609756097560976,0.5,0.6585365853658537,0.34146341463414637
13,2003,1610612750,MIN,41,58,31,82,7753,7303,5.487804878048781,0.7073170731707317,0.7560975609756098,0.6585365853658537
14,2003,1610612751,BKN,41,47,28,82,7401,7196,2.5,0.573170731707317,0.6829268292682927,0.4634146341463415
15,2003,1610612752,NYK,41,39,23,82,7542,7663,-1.475609756097561,0.47560975609756095,0.5609756097560976,0.3902439024390244
16,2003,1610612753,ORL,41,21,11,82,7711,8287,-7.024390243902439,0.25609756097560976,0.2682926829268293,0.24390243902439024
17,2003,1610612754,IND,41,61,34,82,7493,7021,5.7560975609756095,0.7439024390243902,0.8292682926829268,0.6585365853658537
18,2003,1610612755,PHI,41,33,21,82,7215,7419,-2.4878048780487805,0.4024390243902439,0.5121951219512195,0.2926829268292683
19,2003,1610612756,PHX,41,29,18,82,7723,8030,-3.7439024390243905,0.35365853658536583,0.43902439024390244,0.2682926829268293
20,2003,1610612757,POR,41,41,25,82,7440,7544,-1.2682926829268293,0.5,0.6097560975609756,0.3902439024390244
21,2003,1610612758,SAC,41,55,34,82,8433,8022,5.012195121951219,0.6707317073170732,0.8292682926829268,0.5121951219512195
22,2003,1610612759,SAS,41,57,33,82,7501,6909,7.219512195121951,0.6951219512195121,0.8048780487804879,0.5853658536585366
23,2003,1610612760,OKC,41,37,21,82,7964,8016,-0.6341463414634146,0.45121951219512196,0.5121951219512195,0.3902439024390244
24,2003,1610612761,TOR,41,33,18,82,7006,7253,-3.0121951219512195,0.4024390243902439,0.43902439024390244,0.36585365853658536
25,2003,1610612762,UTA,41,42,28,82,7271,7371,-1.2195121951219512,0.5121951219512195,0.6829268292682927,0.34146341463414637
26,2003,1610612763,MEM,41,50,31,82,7930,7730,2.4390243902439024,0.6097560975609756,0.7560975609756098,0.4634146341463415
27,2003,1610612764,WAS,41,25,17,82,7528,7990,-5.634146341463414,0.3048780487804878,0.4146341463414634,0.1951219512195122
28,2003,1610612765,DET,41,54,31,82,7388,6909,5.841463414634147,0.6585365853658537,0.7560975609756098,0.5609756097560976
29,2004,1610612737,ATL,41,13,9,82,7605,8401,-9.707317073170731,0.15853658536585366,0.21951219512195122,0.0975609756097561
30,2004,1610612738,BOS,41,45,27,82,8304,8233,0.8658536585365854,0.5487804878048781,0.6585365853658537,0.43902439024390244
31,2004,1610612739,CLE,41,42,29,82,7914,7849,0.7926829268292683,0.5121951219512195,0.7073170731707317,0.3170731707317073
32,2004,1610612740,NOP,41,18,11,82,7252,7832,-7.073170731707317,0.21951219512195122,0.2682926829268293,0.17073170731707318
33,2004,1610612741,CHI,41,47,27,82,7745,7658,1.0609756097560976,0.573170731707317,0.6585365853658537,0.4878048780487805
34,2004,1610612742,DAL,41,58,29,82,8405,7934,5.7439024390243905,0.7073170731707317,0.7073170731707317,0.7073170731707317
35,2004,1610612743,DEN,41,49,31,82,8161,7995,2.024390243902439,0.5975609756097561,0.7560975609756098,0.43902439024390244
36,2004,1610612744,GSW,41,34,20,82,8094,8271,-2.158536585365854,0.4146341463414634,0.4878048780487805,0.34146341463414637
37,2004,1610612745,HOU,41,51,26,82,7796,7465,4.036585365853658,0.6219512195121951,0.6341463414634146,0.6097560975609756
38,2004,1610612746,LAC,41,37,27,82,7849,7912,-0.7682926829268293,0.45121951219512196,0.6585365853658537,0.24390243902439024
39,2004,1610612747,LAL,41,34,22,82,8095,8338,-2.9634146341463414,0.4146341463414634,0.5365853658536586,0.2926829268292683
40,2004,1610612748,MIA,41,59,35,82,8327,7792,6.524390243902439,0.7195121951219512,0.8536585365853658,0.5853658536585366
41,2004,1610612749,MIL,41,30,23,82,7973,8218,-2.9878048780487805,0.36585365853658536,0.5609756097560976,0.17073170731707318
