,SEASON,GAME_TYPE
0,2019,Regular Season
1,2019,Regular Season
2,2019,Regular Season
3,2019,Regular Season
4,2019,Regular Season
5,2019,Regular Season
6,2019,Regular Season
7,2019,Regular Season
8,2019,Regular Season
9,2019,Regular Season
10,2019,Regular Season
11,2019,Regular Season
12,2019,Regular Season
13,2019,Regular Season
14,2019,Regular Season
15,2019,Regular Season
16,2019,Regular Season
17,2019,Regular Season
18,2019,Regular Season
19,2019,Regular Season
20,2019,Regular Season
21,2019,Regular Season
22,2019,Regular Season
23,2019,Regular Season
24,2019,Regular Season
25,2019,Regular Season
26,2019,Regular Season
27,2019,Regular Season
28,2019,Regular Season
29,2019,Regular Season
30,2019,Regular Season
31,2019,Regular Season
32,2019,Regular Season
33,2019,Regular Season
34,2019,Regular Season
35,2019,Regular Season
36,2019,Regular Season
37,2019,Regular Season
38,2019,Regular Season
39,2019,Regular Season
40,2019,Regular Season
41,2019,Regular Season
42,2019,Regular Season
43,2019,Regular Season
44,2019,Regular Season
45,2019,Regular Season
46,2019,Regular Season
47,2019,Regular Season
48,2019,Regular Season
49,2019,Regular Season
50,2019,Regular Season
51,2019,Regular Season
52,2019,Regular Season
53,2019,Regular Season
54,2019,Regular Season
55,2019,Regular Season
56,2019,Regular Season
57,2019,Regular Season
58,2019,Regular Season
59,2019,Regular Season
60,2019,Regular Season
61,2019,Regular Season
62,2019,Regular Season
63,2019,Regular Season
64,2019,Regular Season
65,2019,Regular Season
66,2019,Regular Season
67,2019,Regular Season
68,2019,Regular Season
69,2019,Regular Season
70,2019,Regular Season
71,2019,Regular Season
72,2019,Regular Season
73,2019,Regular Season
74,2019,Regular Season
75,2019,Regular Season
76,2019,Regular Season
77,2019,Regular Season
78,2019,Regular Season
79,2019,Regular Season
80,2019,Regular Season
81,2019,Regular Season
82,2019,Regular Season
83,2019,Regular Season
84,2019,Regular Season
85,2019,Regular Season
86,2019,Regular Season
87,2019,Regular Season
88,2019,Regular Season
89,2019,Regular Season
90,2019,Regular Season
91,2019,Regular Season
92,2019,Regular Season
93,2019,Regular Season
94,2019,Regular Season
95,2019,Regular Season
96,2019,Regular Season
97,2019,Regular Season
98,2019,Regular Season
99,2019,Regular Season
100,2019,Regular Season
101,2019,Regular Season
102,2019,Regular Season
103,2019,Regular Season
104,2019,Regular Season
105,2019,Regular Season
106,2019,Regular Season
107,2019,Regular Season
108,2019,Regular Season
109,2019,Regular Season
110,2019,Regular Season
111,2019,Regular Season
112,2019,Regular Season
113,2019,Regular Season
114,2019,Regular Season
115,2019,Regular Season
116,2019,Regular Season
117,2019,Regular Season
118,2019,Regular Season
119,2019,Regular Season
120,2019,Regular Season
121,2019,Regular Season
122,2019,Regular Season
123,2019,Regular Season
124,2019,Regular Season
125,2019,Regular Season
126,2019,Regular Season
127,2019,Regular Season
128,2019,Regular Season
129,2019,Regular Season
130,2019,Regular Season
131,2019,Regular Season
132,2019,Regular Season
133,2019,Regular Season
134,2019,Regular Season
135,2019,Regular Season
136,2019,Regular Season
137,2019,Regular Season
138,2019,Regular Season
139,2019,Regular Season
140,2019,Regular Season
141,2019,Regular Season
142,2019,Regular Season
143,2019,Regular Season
144,2019,Regular Season
145,2019,Regular Season
146,2019,Regular Season
147,2019,Regular Season
148,2019,Regular Season
149,2019,Regular Season
150,2019,Regular Season
151,2019,Regular Season
152,2019,Regular Season
153,2019,Regular Season
154,2019,Regular Season
155,2019,Regular Season
156,2019,Regular Season
157,2019,Regular Season
158,2019,Regular Season
159,2019,Regular Season
160,2019,Regular Season
161,2019,Regular Season
162,2019,Regular Season
163,2019,Regular Season
164,2019,Regular Season
165,2019,Regular Season
166,2019,Regular Season
167,2019,Regular Season
168,2019,Regular Season
169,2019,Regular Season
170,2019,Regular Season
171,2019,Regular Season
172,2019,Regular Season
173,2019,Regular Season
174,2019,Regular Season
175,2019,Regular Season
176,2019,Regular Season
177,2019,Regular Season
178,2019,Regular Season
179,2019,Regular Season
180,2019,Regular Season
181,2019,Regular Season
182,2019,Regular Season
183,2019,Regular Season
184,2019,Regular Season
185,2019,Regular Season
186,2019,Regular Season
187,2019,Regular Season
188,2019,Regular Season
189,2019,Regular Season
190,2019,Regular Season
191,2019,Regular Season
192,2019,Regular Season
193,2019,Regular Season
194,2019,Regular Season
195,2019,Regular Season
196,2019,Regular Season
197,2019,Regular Season
198,2019,Regular Season
199,2019,Regular Season
200,2019,Regular Season
201,2019,Regular Season
202,2019,Regular Season
203,2019,Regular Season
204,2019,Regular Season
205,2019,Regular Season
206,2019,Regular Season
207,2019,Regular Season
208,2019,Regular Season
209,2019,Regular Season
210,2019,Regular Season
211,2019,Regular Season
212,2019,Regular Season
213,2019,Regular Season
214,2019,Regular Season
215,2019,Regular Season
216,2019,Regular Season
217,2019,Regular Season
218,2019,Regular Season
219,2019,Regular Season
220,2019,Regular Season
221,2019,Regular Season
222,2019,Regular Season
223,2019,Regular Season
224,2019,Regular Season
225,2019,Regular Season
226,2019,Regular Season
227,2019,Regular Season
228,2019,Regular Season
229,2019,Regular Season
230,2019,Regular Season
231,2019,Regular Season
232,2019,Regular Season
233,2019,Regular Season
234,2019,Regular Season
235,2019,Regular Season
236,2019,Regular Season
237,2019,Regular Season
238,2019,Regular Season
239,2019,Regular Season
240,2019,Regular Season
241,2019,Regular Season
242,2019,Regular Season
243,2019,Regular Season
244,2019,Regular Season
245,2019,Regular Season
246,2019,Regular Season
247,2019,Regular Season
248,2019,Regular Season
249,2019,Regular Season
250,2019,Regular Season
251,2019,Regular Season
252,2019,Regular Season
253,2019,Regular Season
254,2019,Regular Season
255,2019,Regular Season
256,2019,Regular Season
257,2019,Regular Season
258,2019,Regular Season
259,2019,Regular Season
260,2019,Regular Season
261,2019,Regular Season
262,2019,Regular Season
263,2019,Regular Season
264,2019,Regular Season
265,2019,Regular Season
266,2019,Regular Season
267,2019,Regular Season
268,2019,Regular Season
269,2019,Regular Season
270,2019,Regular Season
271,2019,Regular Season
272,2019,Regular Season
273,2019,Regular Season
274,2019,Regular Season
275,2019,Regular Season
276,2019,Regular Season
277,2019,Regular Season
278,2019,Regular Season
279,2019,Regular Season
280,2019,Regular Season
281,2019,Regular Season
282,2019,Regular Season
283,2019,Regular Season
284,2019,Regular Season
285,2019,Regular Season
286,2019,Regular Season
287,2019,Regular Season
288,2019,Regular Season
289,2019,Regular Season
290,2019,Regular Season
291,2019,Regular Season
292,2019,Regular Season
293,2019,Regular Season
294,2019,Regular Season
295,2019,Regular Season
296,2019,Regular Season
297,2019,Regular Season
298,2019,Regular Season
299,2019,Regular Season
300,2019,Regular Season
301,2019,Regular Season
302,2019,Regular Season
303,2019,Regular Season
304,2019,Regular Season
305,2019,Regular Season
306,2019,Regular Season
307,2019,Regular Season
308,2019,Regular Season
309,2019,Regular Season
310,2019,Regular Season
311,2019,Regular Season
312,2019,Regular Season
313,2019,Regular Season
314,2019,Regular Season
315,2019,Regular Season
316,2019,Regular Season
317,2019,Regular Season
318,2019,Regular Season
319,2019,Regular Season
320,2019,Regular Season
321,2019,Regular Season
322,2019,Regular Season
323,2019,Regular Season
324,2019,Regular Season
325,2019,Regular Season
326,2019,Regular Season
327,2019,Regular Season
328,2019,Regular Season
329,2019,Regular Season
330,2019,Regular Season
331,2019,Regular Season
332,2019,Regular Season
333,2019,Regular Season
334,2019,Regular Season
335,2019,Regular Season
336,2019,Regular Season
337,2019,Regular Season
338,2019,Regular Season
339,2019,Regular Season
340,2019,Regular Season
341,2019,Regular Season
342,2019,Regular Season
343,2019,Regular Season
344,2019,Regular Season
345,2019,Regular Season
346,2019,Regular Season
347,2019,Regular Season
348,2019,Regular Season
349,2019,Regular Season
350,2019,Regular Season
351,2019,Regular Season
352,2019,Regular Season
353,2019,Regular Season
354,2019,Regular Season
355,2019,Regular Season
356,2019,Regular Season
357,2019,Regular Season
358,2019,Regular Season
359,2019,Regular Season
360,2019,Regular Season
361,2019,Regular Season
362,2019,Regular Season
363,2019,Regular Season
364,2019,Regular Season
365,2019,Regular Season
366,2019,Regular Season
367,2019,Regular Season
368,2019,Regular Season
369,2019,Regular Season
370,2019,Regular Season
371,2019,Regular Season
372,2019,Regular Season
373,2019,Regular Season
374,2019,Regular Season
375,2019,Regular Season
376,2019,Regular Season
377,2019,Regular Season
378,2019,Regular Season
379,2019,Regular Season
380,2019,Regular Season
381,2019,Regular Season
382,2019,Regular Season
383,2019,Regular Season
384,2019,Regular Season
385,2019,Regular Season
386,2019,Regular Season
387,2019,Regular Season
388,2019,Regular Season
389,2019,Regular Season
390,2019,Regular Season
391,2019,Regular Season
392,2019,Regular Season
393,2019,Regular Season
394,2019,Regular Season
395,2019,Regular Season
396,2019,Regular Season
397,2019,Regular Season
398,2019,Regular Season
399,2019,Regular Season
400,2019,Regular Season
401,2019,Regular Season
402,2019,Regular Season
403,2019,Regular Season
404,2019,Regular Season
405,2019,Regular Season
406,2019,Regular Season
407,2019,Regular Season
408,2019,Regular Season
409,2019,Regular Season
410,2019,Regular Season
411,2019,Regular Season
412,2019,Regular Season
413,2019,Regular Season
414,2019,Regular Season
415,2019,Regular Season
416,2019,Regular Season
417,2019,Regular Season
418,2019,Regular Season
419,2019,Regular Season
420,2019,Regular Season
421,2019,Regular Season
422,2019,Regular Season
423,2019,Regular Season
424,2019,Regular Season
425,2019,Regular Season
426,2019,Regular Season
427,2019,Regular Season
428,2019,Regular Season
429,2019,Regular Season
430,2019,Regular Season
431,2019,Regular Season
432,2019,Regular Season
433,2019,Regular Season
434,2019,Regular Season
435,2019,Regular Season
436,2019,Regular Season
437,2019,Regular Season
438,2019,Regular Season
439,2019,Regular Season
440,2019,Regular Season
441,2019,Regular Season
442,2019,Regular Season
443,2019,Regular Season
444,2019,Regular Season
445,2019,Regular Season
446,2019,Regular Season
447,2019,Regular Season
448,2019,Regular Season
449,2019,Regular Season
450,2019,Regular Season
451,2019,Regular Season
452,2019,Regular Season
453,2019,Regular Season
454,2019,Regular Season
455,2019,Regular Season
456,2019,Regular Season
457,2019,Regular Season
458,2019,Regular Season
459,2019,Regular Season
460,2019,Regular Season
461,2019,Regular Season
462,2019,Regular Season
463,2019,Regular Season
464,2019,Regular Season
465,2019,Regular Season
466,2019,Regular Season
467,2019,Regular Season
468,2019,Regular Season
469,2019,Regular Season
470,2019,Regular Season
471,2019,Regular Season
472,2019,Regular Season
473,2019,Regular Season
474,2019,Regular Season
475,2019,Regular Season
476,2019,Regular Season
477,2019,Regular Season
478,2019,Regular Season
479,2019,Regular Season
480,2019,Regular Season
481,2019,Regular Season
482,2019,Regular Season
483,2019,Regular Season
484,2019,Regular Season
485,2019,Regular Season
486,2019,Regular Season
487,2019,Regular Season
488,2019,Regular Season
489,2019,Regular Season
490,2019,Regular Season
491,2019,Regular Season
492,2019,Regular Season
493,2019,Regular Season
494,2019,Regular Season
495,2019,Regular Season
496,2019,Regular Season
497,2019,Regular Season
498,2019,Regular Season
499,2019,Regular Season
500,2019,Regular Season
501,2019,Regular Season
502,2019,Regular Season
503,2019,Regular Season
504,2019,Regular Season
505,2019,Regular Season
506,2019,Regular Season
507,2019,Regular Season
508,2019,Regular Season
509,2019,Regular Season
510,2019,Regular Season
511,2019,Regular Season
512,2019,Regular Season
513,2019,Regular Season
514,2019,Regular Season
515,2019,Regular Season
516,2019,Regular Season
517,2019,Regular Season
518,2019,Regular Season
519,2019,Regular Season
520,2019,Regular Season
521,2019,Regular Season
522,2019,Regular Season
523,2019,Regular Season
524,2019,Regular Season
525,2019,Regular Season
526,2019,Regular Season
527,2019,Regular Season
528,2019,Regular Season
529,2019,Regular Season
530,2019,Regular Season
531,2019,Regular Season
532,2019,Regular Season
533,2019,Regular Season
534,2019,Regular Season
535,2019,Regular Season
536,2019,Regular Season
537,2019,Regular Season
538,2019,Regular Season
539,2019,Regular Season
540,2019,Regular Season
541,2019,Regular Season
542,2019,Regular Season
543,2019,Regular Season
544,2019,Regular Season
545,2019,Regular Season
546,2019,Regular Season
547,2019,Regular Season
548,2019,Regular Season
549,2019,Regular Season
550,2019,Regular Season
551,2019,Regular Season
552,2019,Regular Season
553,2019,Regular Season
554,2019,Regular Season
555,2019,Regular Season
556,2019,Regular Season
557,2019,Regular Season
558,2019,Regular Season
559,2019,Regular Season
560,2019,Regular Season
561,2019,Regular Season
562,2019,Regular Season
563,2019,Regular Season
564,2019,Regular Season
565,2019,Regular Season
566,2019,Regular Season
567,2019,Regular Season
568,2019,Regular Season
569,2019,Regular Season
570,2019,Regular Season
571,2019,Regular Season
572,2019,Regular Season
573,2019,Regular Season
574,2019,Regular Season
575,2019,Regular Season
576,2019,Regular Season
577,2019,Regular Season
578,2019,Regular Season
579,2019,Regular Season
580,2019,Regular Season
581,2019,Regular Season
582,2019,Regular Season
583,2019,Regular Season
584,2019,Regular Season
585,2019,Regular Season
586,2019,Regular Season
587,2019,Regular Season
588,2019,Regular Season
589,2019,Regular Season
590,2019,Regular Season
591,2019,Regular Season
592,2019,Regular Season
593,2019,Regular Season
594,2019,Regular Season
595,2019,Regular Season
596,2019,Regular Season
597,2019,Regular Season
598,2019,Regular Season
599,2019,Regular Season
600,2019,Regular Season
601,2019,Regular Season
602,2013,Post Season
603,2013,Post Season
604,2013,Post Season
605,2013,Post Season
606,2013,Post Season
607,2013,Post Season
608,2013,Post Season
609,2013,Post Season
610,2013,Post Season
611,2013,Post Season
612,2013,Post Season
613,2013,Post Season
614,2013,Post Season
615,2013,Post Season
616,2013,Post Season
617,2013,Post Season
618,2013,Post Season
619,2013,Post Season
620,2013,Post Season
621,2013,Post Season
622,2013,Post Season
623,2013,Post Season
624,2013,Post Season
625,2013,Post Season
626,2013,Post Season
627,2013,Post Season
628,2013,Post Season
629,2013,Post Season
630,2013,Post Season
631,2013,Post Season
632,2013,Post Season
633,2013,Post Season
634,2013,Post Season
635,2013,Post Season
636,2013,Post Season
637,2013,Post Season
638,2013,Post Season
639,2013,Post Season
640,2013,Post Season
641,2013,Post Season
642,2013,Post Season
643,2013,Post Season
644,2013,Post Season
645,2013,Post Season
646,2013,Post Season
647,2013,Post Season
648,2013,Post Season
649,2013,Post Season
650,2013,Post Season
651,2013,Post Season
652,2013,Post Season
653,2013,Post Season
654,2013,Post Season
655,2013,Post Season
656,2013,Post Season
657,2013,Post Season
658,2013,Post Season
659,2013,Post Season
660,2013,Post Season
661,2013,Post Season
662,2013,Post Season
663,2013,Post Season
664,2013,Post Season
665,2013,Post Season
666,2013,Post Season
667,2013,Post Season
668,2013,Post Season
669,2013,Post Season
670,2013,Post Season
671,2013,Post Season
672,2013,Post Season
673,2013,Post Season
674,2013,Post Season
675,2013,Post Season
676,2013,Post Season
677,2013,Post Season
678,2013,Post Season
679,2013,Post Season
680,2013,Post Season
681,2013,Post Season
682,2013,Post Season
683,2013,Post Season
684,2013,Post Season
685,2013,Post Season
686,2013,Post Season
687,2013,Post Season
688,2013,Post Season
689,2013,Post Season
690,2013,Post Season
691,2013,Regular Season
692,2013,Regular Season
693,2013,Regular Season
694,2013,Regular Season
695,2013,Regular Season
696,2013,Regular Season
697,2013,Regular Season
698,2013,Regular Season
699,2013,Regular Season
700,2013,Regular Season
701,2013,Regular Season
702,2013,Regular Season
703,2013,Regular Season
704,2013,Regular Season
705,2013,Regular Season
706,2013,Regular Season
707,2013,Regular Season
708,2013,Regular Season
709,2013,Regular Season
710,2013,Regular Season
711,2013,Regular Season
712,2013,Regular Season
713,2013,Regular Season
714,2013,Regular Season
715,2013,Regular Season
716,2013,Regular Season
717,2013,Regular Season
718,2013,Regular Season
719,2013,Regular Season
720,2013,Regular Season
721,2013,Regular Season
722,2013,Regular Season
723,2013,Regular Season
724,2013,Regular Season
725,2013,Regular Season
726,2013,Regular Season
727,2013,Regular Season
728,2013,Regular Season
729,2013,Regular Season
730,2013,Regular Season
731,2013,Regular Season
732,2013,Regular Season
733,2013,Regular Season
734,2013,Regular Season
735,2013,Regular Season
736,2013,Regular Season
737,2013,Regular Season
738,2013,Regular Season
739,2013,Regular Season
740,2013,Regular Season
741,2013,Regular Season
742,2013,Regular Season
743,2013,Regular Season
744,2013,Regular Season
745,2013,Regular Season
746,2013,Regular Season
747,2013,Regular Season
748,2013,Regular Season
749,2013,Regular Season
750,2013,Regular Season
751,2013,Regular Season
752,2013,Regular Season
753,2013,Regular Season
754,2013,Regular Season
755,2013,Regular Season
756,2013,Regular Season
757,2013,Regular Season
758,2013,Regular Season
759,2013,Regular Season
760,2013,Regular Season
761,2013,Regular Season
762,2013,Regular Season
763,2013,Regular Season
764,2013,Regular Season
765,2013,Regular Season
766,2013,Regular Season
767,2013,Regular Season
768,2013,Regular Season
769,2013,Regular Season
770,2013,Regular Season
771,2013,Regular Season
772,2013,Regular Season
773,2013,Regular Season
774,2013,Regular Season
775,2013,Regular Season
776,2013,Regular Season
777,2013,Regular Season
778,2013,Regular Season
779,2013,Regular Season
780,2013,Regular Season
781,2013,Regular Season
782,2013,Regular Season
783,2013,Regular Season
784,2013,Regular Season
785,2013,Regular Season
786,2013,Regular Season
787,2013,Regular Season
788,2013,Regular Season
789,2013,Regular Season
790,2013,Regular Season
791,2013,Regular Season
792,2013,Regular Season
793,2013,Regular Season
794,2013,Regular Season
795,2013,Regular Season
796,2013,Regular Season
797,2013,Regular Season
798,2013,Regular Season
799,2013,Regular Season
800,2013,Regular Season
801,2013,Regular Season
802,2013,Regular Season
803,2013,Regular Season
804,2013,Regular Season
805,2013,Regular Season
806,2013,Regular Season
807,2013,Regular Season
808,2013,Regular Season
809,2013,Regular Season
810,2013,Regular Season
811,2013,Regular Season
812,2013,Regular Season
813,2013,Regular Season
814,2013,Regular Season
815,2013,Regular Season
816,2013,Regular Season
817,2013,Regular Season
818,2013,Regular Season
819,2013,Regular Season
820,2013,Regular Season
821,2013,Regular Season
822,2013,Regular Season
823,2013,Regular Season
824,2013,Regular Season
825,2013,Regular Season
826,2013,Regular Season
827,2013,Regular Season
828,2013,Regular Season
829,2013,Regular Season
830,2013,Regular Season
831,2013,Regular Season
832,2013,Regular Season
833,2013,Regular Season
834,2013,Regular Season
835,2013,Regular Season
836,2013,Regular Season
837,2013,Regular Season
838,2013,Regular Season
839,2013,Regular Season
840,2013,Regular Season
841,2013,Regular Season
842,2013,Regular Season
843,2013,Regular Season
844,2013,Regular Season
845,2013,Regular Season
846,2013,Regular Season
847,2013,Regular Season
848,2013,Regular Season
849,2013,Regular Season
850,2013,Regular Season
851,2013,Regular Season
852,2013,Regular Season
853,2013,Regular Season
854,2013,Regular Season
855,2013,Regular Season
856,2013,Regular Season
857,2013,Regular Season
858,2013,Regular Season
859,2013,Regular Season
860,2013,Regular Season
861,2013,Regular Season
862,2013,Regular Season
863,2013,Regular Season
864,2013,Regular Season
865,2013,Regular Season
866,2013,Regular Season
867,2013,Regular Season
868,2013,Regular Season
869,2013,Regular Season
870,2013,Regular Season
871,2013,Regular Season
872,2013,Regular Season
873,2013,Regular Season
874,2013,Regular Season
875,2013,Regular Season
876,2013,Regular Season
877,2013,Regular Season
878,2013,Regular Season
879,2013,Regular Season
880,2013,Regular Season
881,2013,Regular Season
882,2013,Regular Season
883,2013,Regular Season
884,2013,Regular Season
885,2013,Regular Season
886,2013,Regular Season
887,2013,Regular Season
888,2013,Regular Season
889,2013,Regular Season
890,2013,Regular Season
891,2013,Regular Season
892,2013,Regular Season
893,2013,Regular Season
894,2013,Regular Season
895,2013,Regular Season
896,2013,Regular Season
897,2013,Regular Season
898,2013,Regular Season
899,2013,Regular Season
900,2013,Regular Season
901,2013,Regular Season
902,2013,Regular Season
903,2013,Regular Season
904,2013,Regular Season
905,2013,Regular Season
906,2013,Regular Season
907,2013,Regular Season
908,2013,Regular Season
909,2013,Regular Season
910,2013,Regular Season
911,2013,Regular Season
912,2013,Regular Season
913,2013,Regular Season
914,2013,Regular Season
915,2013,Regular Season
916,2013,Regular Season
917,2013,Regular Season
918,2013,Regular Season
919,2013,Regular Season
920,2013,Regular Season
921,2013,Regular Season
922,2013,Regular Season
923,2013,Regular Season
924,2013,Regular Season
925,2013,Regular Season
926,2013,Regular Season
927,2013,Regular Season
928,2013,Regular Season
929,2013,Regular Season
930,2013,Regular Season
931,2013,Regular Season
932,2013,Regular Season
933,2013,Regular Season
934,2013,Regular Season
935,2013,Regular Season
936,2013,Regular Season
937,2013,Regular Season
938,2013,Regular Season
939,2013,Regular Season
940,2013,Regular Season
941,2013,Regular Season
942,2013,Regular Season
943,2013,Regular Season
944,2013,Regular Season
945,2013,Regular Season
946,2013,Regular Season
947,2013,Regular Season
948,2013,Regular Season
949,2013,Regular Season
950,2013,Regular Season
951,2013,Regular Season
952,2013,Regular Season
953,2013,Regular Season
954,2013,Regular Season
955,2013,Regular Season
956,2013,Regular Season
957,2013,Regular Season
958,2013,Regular Season
959,2013,Regular Season
960,2013,Regular Season
961,2013,Regular Season
962,2013,Regular Season
963,2013,Regular Season
964,2013,Regular Season
965,2013,Regular Season
966,2013,Regular Season
967,2013,Regular Season
968,2013,Regular Season
969,2013,Regular Season
970,2013,Regular Season
971,2013,Regular Season
972,2013,Regular Season
973,2013,Regular Season
974,2013,Regular Season
975,2013,Regular Season
976,2013,Regular Season
977,2013,Regular Season
978,2013,Regular Season
979,2013,Regular Season
980,2013,Regular Season
981,2013,Regular Season
982,2013,Regular Season
983,2013,Regular Season
984,2013,Regular Season
985,2013,Regular Season
986,2013,Regular Season
987,2013,Regular Season
988,2013,Regular Season
989,2013,Regular Season
990,2013,Regular Season
991,2013,Regular Season
992,2013,Regular Season
993,2013,Regular Season
994,2013,Regular Season
995,2013,Regular Season
996,2013,Regular Season
997,2013,Regular Season
998,2013,Regular Season
999,2013,Regular Season
1000,2013,Regular Season
1001,2013,Regular Season
1002,2013,Regular Season
1003,2013,Regular Season
1004,2013,Regular Season
1005,2013,Regular Season
1006,2013,Regular Season
1007,2013,Regular Season
1008,2013,Regular Season
1009,2013,Regular Season
1010,2013,Regular Season
1011,2013,Regular Season
1012,2013,Regular Season
1013,2013,Regular Season
1014,2013,Regular Season
1015,2013,Regular Season
1016,2013,Regular Season
1017,2013,Regular Season
1018,2013,Regular Season
1019,2013,Regular Season
1020,2013,Regular Season
1021,2013,Regular Season
1022,2013,Regular Season
1023,2013,Regular Season
1024,2013,Regular Season
1025,2013,Regular Season
1026,2013,Regular Season
1027,2013,Regular Season
1028,2013,Regular Season
1029,2013,Regular Season
1030,2013,Regular Season
1031,2013,Regular Season
1032,2013,Regular Season
1033,2013,Regular Season
1034,2013,Regular Season
1035,2013,Regular Season
1036,2013,Regular Season
1037,2013,Regular Season
1038,2013,Regular Season
1039,2013,Regular Season
1040,2013,Regular Season
1041,2013,Regular Season
1042,2013,Regular Season
1043,2013,Regular Season
1044,2013,Regular Season
1045,2013,Regular Season
1046,2013,Regular Season
1047,2013,Regular Season
1048,2013,Regular Season
1049,2013,Regular Season
1050,2013,Regular Season
1051,2013,Regular Season
1052,2013,Regular Season
1053,2013,Regular Season
1054,2013,Regular Season
1055,2013,Regular Season
1056,2013,Regular Season
1057,2013,Regular Season
1058,2013,Regular Season
1059,2013,Regular Season
1060,2013,Regular Season
1061,2013,Regular Season
1062,2013,Regular Season
1063,2013,Regular Season
1064,2013,Regular Season
1065,2013,Regular Season
1066,2013,Regular Season
1067,2013,Regular Season
1068,2013,Regular Season
1069,2013,Regular Season
1070,2013,Regular Season
1071,2013,Regular Season
1072,2013,Regular Season
1073,2013,Regular Season
1074,2013,Regular Season
1075,2013,Regular Season
1076,2013,Regular Season
1077,2013,Regular Season
1078,2013,Regular Season
1079,2013,Regular Season
1080,2013,Regular Season
1081,2013,Regular Season
1082,2013,Regular Season
1083,2013,Regular Season
1084,2013,Regular Season
1085,2013,Regular Season
1086,2013,Regular Season
1087,2013,Regular Season
1088,2013,Regular Season
1089,2013,Regular Season
1090,2013,Regular Season
1091,2013,Regular Season
1092,2013,Regular Season
1093,2013,Regular Season
1094,2013,Regular Season
1095,2013,Regular Season
1096,2013,Regular Season
1097,2013,Regular Season
1098,2013,Regular Season
1099,2013,Regular Season
1100,2013,Regular Season
1101,2013,Regular Season
1102,2013,Regular Season
1103,2013,Regular Season
1104,2013,Regular Season
1105,2013,Regular Season
1106,2013,Regular Season
1107,2013,Regular Season
1108,2013,Regular Season
1109,2013,Regular Season
1110,2013,Regular Season
1111,2013,Regular Season
1112,2013,Regular Season
1113,2013,Regular Season
1114,2013,Regular Season
1115,2013,Regular Season
1116,2013,Regular Season
1117,2013,Regular Season
1118,2013,Regular Season
1119,2013,Regular Season
1120,2013,Regular Season
1121,2013,Regular Season
1122,2013,Regular Season
1123,2013,Regular Season
1124,2013,Regular Season
1125,2013,Regular Season
1126,2013,Regular Season
1127,2013,Regular Season
1128,2013,Regular Season
1129,2013,Regular Season
1130,2013,Regular Season
1131,2013,Regular Season
1132,2013,Regular Season
1133,2013,Regular Season
1134,2013,Regular Season
1135,2013,Regular Season
1136,2013,Regular Season
1137,2013,Regular Season
1138,2013,Regular Season
1139,2013,Regular Season
1140,2013,Regular Season
1141,2013,Regular Season
1142,2013,Regular Season
1143,2013,Regular Season
1144,2013,Regular Season
1145,2013,Regular Season
1146,2013,Regular Season
1147,2013,Regular Season
1148,2013,Regular Season
1149,2013,Regular Season
1150,2013,Regular Season
1151,2013,Regular Season
1152,2013,Regular Season
1153,2013,Regular Season
1154,2013,Regular Season
1155,2013,Regular Season
1156,2013,Regular Season
1157,2013,Regular Season
1158,2013,Regular Season
1159,2013,Regular Season
1160,2013,Regular Season
1161,2013,Regular Season
1162,2013,Regular Season
1163,2013,Regular Season
1164,2013,Regular Season
1165,2013,Regular Season
1166,2013,Regular Season
1167,2013,Regular Season
1168,2013,Regular Season
1169,2013,Regular Season
1170,2013,Regular Season
1171,2013,Regular Season
1172,2013,Regular Season
1173,2013,Regular Season
1174,2013,Regular Season
1175,2013,Regular Season
1176,2013,Regular Season
1177,2013,Regular Season
1178,2013,Regular Season
1179,2013,Regular Season
1180,2013,Regular Season
1181,2013,Regular Season
1182,2013,Regular Season
1183,2013,Regular Season
1184,2013,Regular Season
1185,2013,Regular Season
1186,2013,Regular Season
1187,2013,Regular Season
1188,2013,Regular Season
1189,2013,Regular Season
1190,2013,Regular Season
1191,2013,Regular Season
1192,2013,Regular Season
1193,2013,Regular Season
1194,2013,Regular Season
1195,2013,Regular Season
1196,2013,Regular Season
1197,2013,Regular Season
1198,2013,Regular Season
1199,2013,Regular Season
1200,2013,Regular Season
1201,2013,Regular Season
1202,2013,Regular Season
1203,2013,Regular Season
1204,2013,Regular Season
1205,2013,Regular Season
1206,2013,Regular Season
1207,2013,Regular Season
1208,2013,Regular Season
1209,2013,Regular Season
1210,2013,Regular Season
1211,2013,Regular Season
1212,2013,Regular Season
1213,2013,Regular Season
1214,2013,Regular Season
1215,2013,Regular Season
1216,2013,Regular Season
1217,2013,Regular Season
1218,2013,Regular Season
1219,2013,Regular Season
1220,2013,Regular Season
1221,2013,Regular Season
1222,2013,Regular Season
1223,2013,Regular Season
1224,2013,Regular Season
1225,2013,Regular Season
1226,2013,Regular Season
1227,2013,Regular Season
1228,2013,Regular Season
1229,2013,Regular Season
1230,2013,Regular Season
1231,2013,Regular Season
1232,2013,Regular Season
1233,2013,Regular Season
1234,2013,Regular Season
1235,2013,Regular Season
1236,2013,Regular Season
1237,2013,Regular Season
1238,2013,Regular Season
1239,2013,Regular Season
1240,2013,Regular Season
1241,2013,Regular Season
1242,2013,Regular Season
1243,2013,Regular Season
1244,2013,Regular Season
1245,2013,Regular Season
1246,2013,Regular Season
1247,2013,Regular Season
1248,2013,Regular Season
1249,2013,Regular Season
1250,2013,Regular Season
1251,2013,Regular Season
1252,2013,Regular Season
1253,2013,Regular Season
1254,2013,Regular Season
1255,2013,Regular Season
